react_id	react_flux	Complex_id	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	ec
rxn08976	0	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase);(NADH:ubiquinone oxidoreductase  (H+-transporting)	rxn08976	"cpd00004[c0],cpd00067[c0],cpd15352[c0],cpd00003[c0],cpd15353[c0]"	"NADH[c0],H+[c0],2-Demethylmenaquinone 8[c0],NAD[c0],2-Demethylmenaquinol 8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn08976	quinone reductase	FALSE	0	1000	1.6.5.3(7.1.1.2);1.6.5.2
rxn05747	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn05747	"cpd00004[c0],cpd00067[c0],cpd11606[c0],cpd00003[c0],cpd11451[c0]"	"NADH[c0],H+[c0],Menaquinone 7[c0],NAD[c0],mql7[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn05747	quinone reductase	FALSE	0	1000	1.6.5.3(7.1.1.2);1.6.5.2
rxn06108	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn06108	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0	1.6.5.3(7.1.1.2);1.6.5.9
rxn06111	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn06111	"cpd11665[c0],cpd00067[c0],cpd11669[c0]"	"QH2[c0],H+[c0],Q[c0]"	"-1,2,1"	"1,1,1"	rxn06111	"NADH-ubiquinone oxidoreductase chain 3, putative"	TRUE	-1000	1000	1.6.5.3(7.1.1.2)
rxn08971	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn08971	"cpd00004[c0],cpd00067[c0],cpd15500[c0],cpd00003[c0],cpd15499[c0]"	"NADH[c0],H+[c0],Menaquinone 8[c0],NAD[c0],Menaquinol 8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn08971	NADH dehydrogenase (menaquinone-8 & 0 protons)	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn08972	3.17653822647851e-13	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn08972	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd00067[e0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],H+[e0],Ubiquinol-8[c0]"	"-1,-5,-1,1,4,1"	"1,1,1,1,2,1"	rxn08972	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	TRUE	-1000	1000	1.6.5.3(7.1.1.2)
rxn08973	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn08973	"cpd00004[c0],cpd00067[c0],cpd15500[c0],cpd00003[c0],cpd00067[e0],cpd15499[c0]"	"NADH[c0],H+[c0],Menaquinone 8[c0],NAD[c0],H+[e0],Menaquinol 8[c0]"	"-1,-4,-1,1,3,1"	"1,1,1,1,2,1"	rxn08973	NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)	TRUE	-1000	0	1.6.5.3(7.1.1.2)
rxn08974	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn08974	"cpd00004[c0],cpd00067[c0],cpd15352[c0],cpd00003[c0],cpd00067[e0],cpd15353[c0]"	"NADH[c0],H+[c0],2-Demethylmenaquinone 8[c0],NAD[c0],H+[e0],2-Demethylmenaquinol 8[c0]"	"-1,-4,-1,1,3,1"	"1,1,1,1,2,1"	rxn08974	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	TRUE	-1000	0	1.6.5.3(7.1.1.2)
rxn08975	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn08975	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn08975	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn09523	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn09523	"cpd00004[c0],cpd00067[c0],cpd15290[c0],cpd00003[c0],cpd15291[c0]"	"NADH[c0],H+[c0],Ubiquinone-6[c0],NAD[c0],Ubiquinol-6[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn09523	Complex I dehydrogenase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn10122	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn10122	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd00067[e0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],H+[e0],Ubiquinol-8[c0]"	"-1,-4.5,-1,1,3.5,1"	"1,1,1,1,2,1"	rxn10122	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn10123	-3.73604524712671e-27	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn10123	"cpd00004[c0],cpd00067[c0],cpd15500[c0],cpd00003[c0],cpd00067[e0],cpd15499[c0]"	"NADH[c0],H+[c0],Menaquinone 8[c0],NAD[c0],H+[e0],Menaquinol 8[c0]"	"-1,-3,-1,1,2,1"	"1,1,1,1,2,1"	rxn10123	NADH dehydrogenase (menaquinone-8 & 2 protons)	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn10124	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn10124	"cpd00004[c0],cpd00067[c0],cpd15352[c0],cpd00003[c0],cpd00067[e0],cpd15353[c0]"	"NADH[c0],H+[c0],2-Demethylmenaquinone 8[c0],NAD[c0],H+[e0],2-Demethylmenaquinol 8[c0]"	"-1,-3.8,-1,1,2.8,1"	"1,1,1,1,2,1"	rxn10124	NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons)	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn13726	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn13726	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd00067[e0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],H+[e0],Ubiquinol-8[c0]"	"-1,-5,-1,1,4,1"	"1,1,1,1,2,1"	rxn13726	NADH-DEHYDROG-A-RXN.ce.cornexp.CPD-9956_UBIQUINONE-8	TRUE	-1000	1000	1.6.5.3(7.1.1.2)
rxn13727	3.2293464991667e-13	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn13727	"cpd00004[c0],cpd00067[c0],cpd11606[c0],cpd00003[c0],cpd00067[e0],cpd11451[c0]"	"NADH[c0],H+[c0],Menaquinone 7[c0],NAD[c0],H+[e0],mql7[c0]"	"-1,-5,-1,1,4,1"	"1,1,1,1,2,1"	rxn13727	NADH dehydrogenase (menaquinone-7 & 4 protons)	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn13729	0	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn13729	"cpd00004[c0],cpd00067[c0],cpd17027[c0],cpd00003[c0],cpd00067[e0],cpd17026[c0]"	"NADH[c0],H+[c0],methylmenaquinone 7[c0],NAD[c0],H+[e0],methymenaquinol 7[c0]"	"-1,-5,-1,1,4,1"	"1,1,1,1,2,1"	rxn13729	NADH dehydrogenase (methylmenaquinone-7 & 4 protons)	TRUE	-1000	1000	1.6.5.3(7.1.1.2)
rxn14356	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn14356	"cpd11609[c0],cpd11665[c0],cpd11610[c0],cpd11669[c0]"	"A[c0],QH2[c0],AH2[c0],Q[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn14356	NADH:ubiquinone oxidoreductase	TRUE	-1000	0	1.6.5.3(7.1.1.2)
rxn20247	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn20247	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20247	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn28005	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn28005	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn28005	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn33889	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn33889	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn33889	NADH Dehydrgenase	TRUE	-1000	0	1.6.5.3(7.1.1.2)
rxn36772	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn36772	"cpd00004[c0],cpd00067[c0],cpd01351[c0],cpd00003[c0],cpd25914[c0]"	"NADH[c0],H+[c0],Ubiquinone-9[c0],NAD[c0],ubiquinol(9)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36772	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn36773	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn36773	"cpd00004[c0],cpd00067[c0],cpd08232[c0],cpd00003[c0],cpd25915[c0]"	"NADH[c0],H+[c0],Ubidecarenone[c0],NAD[c0],ubiquinol(10)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36773	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn37604	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn37604	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd29608[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],ubiquinol(8)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37604	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn37688	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn37688	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd00067[e0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],H+[e0],Ubiquinols[c0]"	"-1,-5,-1,1,4,1"	"1,1,1,1,2,1"	rxn37688	Complex I dehydrogenase	TRUE	-1000	1000	1.6.5.3(7.1.1.2)
rxn38177	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn38177	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn38177	NADH dehydrogenase (ubiquinone)	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn38898	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn38898	"cpd00004[c0],cpd00067[c0],cpd25792[c0],cpd00003[c0],cpd25913[c0]"	"NADH[c0],H+[c0],coenzyme-Q7[c0],NAD[c0],ubiquinol(7)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn38898	Complex I dehydrogenase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn38901	NA	complex_I (NADH:ubiquinone oxidoreductase  (H+-transporting))	rxn38901	"cpd00004[c0],cpd00067[c0],cpd15290[c0],cpd00003[c0],cpd11665[c0]"	"NADH[c0],H+[c0],Ubiquinone-6[c0],NAD[c0],QH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn38901	Complex I dehydrogenase	FALSE	0	1000	1.6.5.3(7.1.1.2)
rxn08527	0	complex_II (Succinate dehydrogenase iron-sulfur protein;succinate:quinone oxidoreductase/fumarate reductase)	rxn08527	"cpd00106[c0],cpd15499[c0],cpd00036[c0],cpd15500[c0]"	"Fumarate[c0],Menaquinol 8[c0],Succinate[c0],Menaquinone 8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn08527	fumarate reductase	FALSE	0	1000	1.3.99.1;1.3.5.4
rxn08528	0	complex_II (Succinate dehydrogenase iron-sulfur protein;succinate:quinone oxidoreductase/fumarate reductase)	rxn08528	"cpd00106[c0],cpd15353[c0],cpd00036[c0],cpd15352[c0]"	"Fumarate[c0],2-Demethylmenaquinol 8[c0],Succinate[c0],2-Demethylmenaquinone 8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn08528	fumarate reductase	FALSE	0	1000	1.3.99.1;1.3.5.4
rxn13706	0	complex_II (Succinate dehydrogenase iron-sulfur protein;succinate:quinone oxidoreductase/fumarate reductase)	rxn13706	"cpd00106[c0],cpd11451[e0],cpd00036[c0],cpd11606[e0]"	"Fumarate[c0],mql7[e0],Succinate[c0],Menaquinone 7[e0]"	"-1,-1,1,1"	"1,2,1,2"	rxn13706	succinate dehydrogenase (menaquinol 7:0 proton)	TRUE	-1000	1000	1.3.99.1;1.3.5.4
rxn13707	0	complex_II (Succinate dehydrogenase iron-sulfur protein;succinate:quinone oxidoreductase/fumarate reductase)	rxn13707	"cpd00106[c0],cpd17026[e0],cpd00036[c0],cpd17027[e0]"	"Fumarate[c0],methymenaquinol 7[e0],Succinate[c0],methylmenaquinone 7[e0]"	"-1,-1,1,1"	"1,2,1,2"	rxn13707	succinate dehydrogenase (methylmenaquinol 7: 0proton)	FALSE	0	1000	1.3.99.1;1.3.5.4
rxn09272	-3.17653822647851e-13	complex_II (Succinate dehydrogenase iron-sulfur protein;succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn09272	"cpd00036[c0],cpd15560[c0],cpd00106[c0],cpd15561[c0]"	"Succinate[c0],Ubiquinone-8[c0],Fumarate[c0],Ubiquinol-8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn09272	"fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)"	FALSE	0	1000	1.3.99.1;1.3.5.1
rxn05836	NA	complex_II (Succinate dehydrogenase iron-sulfur protein)	rxn05836	"cpd00036[c0],cpd11609[c0],cpd00106[c0],cpd11610[c0]"	"Succinate[c0],A[c0],Fumarate[c0],AH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn05836	succinate:acceptor oxidoreductase	TRUE	-1000	0	1.3.99.1
rxn27226	NA	complex_II (Succinate dehydrogenase iron-sulfur protein)	rxn27226	"cpd00036[c0],cpd22290[c0],cpd00106[c0],cpd26978[c0]"	"Succinate[c0],Acceptor[c0],Fumarate[c0],Donor-H2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn27226	succinate:(acceptor) oxidoreductase	TRUE	-1000	1000	1.3.99.1
rxn10619	NA	complex_II (succinate:quinone oxidoreductase/fumarate reductase)	rxn10619	"cpd00106[c0],cpd15994[c0],cpd00036[c0],cpd15995[c0]"	"Fumarate[c0],Menaquinol6[c0],Succinate[c0],Menaquinone6[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn10619	fumarate reductase	FALSE	0	1000	1.3.5.4
rxn16332	NA	complex_II (succinate:quinone oxidoreductase/fumarate reductase)	rxn16332	"cpd00036[c0],cpd11451[c0],cpd00106[c0],cpd12783[c0]"	"Succinate[c0],mql7[c0],Fumarate[c0],Menaquinol[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn16332	succinate:menaquinone oxidoreductase	TRUE	-1000	1000	1.3.5.4
rxn20745	NA	complex_II (succinate:quinone oxidoreductase/fumarate reductase)	rxn20745	"cpd00106[c0],cpd27500[c0],cpd00036[c0],cpd27501[c0]"	"Fumarate[c0],Menaquinols[c0],Succinate[c0],Menaquinones[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn20745	FRD	TRUE	-1000	1000	1.3.5.4
rxn00288	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn00288	"cpd00015[c0],cpd00036[c0],cpd00067[c0],cpd00106[c0],cpd00982[c0]"	"FAD[c0],Succinate[c0],H+[c0],Fumarate[c0],FADH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00288	Succinate:(acceptor) oxidoreductase	FALSE	0	1000	1.3.5.1;1.3.99.1
rxn06109	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn06109	"cpd00036[c0],cpd11669[c0],cpd00106[c0],cpd11665[c0]"	"Succinate[c0],Q[c0],Fumarate[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn06109	Succinate:ubiquinone oxidoreductase	FALSE	0	1000	1.3.5.1
rxn09417	0	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn09417	"cpd00036[c0],cpd15290[c0],cpd00106[c0],cpd15291[c0]"	"Succinate[c0],Ubiquinone-6[c0],Fumarate[c0],Ubiquinol-6[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn09417	Succinic dehydrogenase	FALSE	0	1000	1.3.5.1
rxn27229	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn27229	"cpd00036[c0],cpd28301[c0],cpd00106[c0],cpd28300[c0]"	"Succinate[c0],Ubiquinones[c0],Fumarate[c0],Ubiquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn27229	"fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)"	TRUE	-1000	1000	1.3.5.1
rxn33444	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn33444	"cpd00036[c0],cpd00067[c0],cpd00106[c0]"	"Succinate[c0],H+[c0],Fumarate[c0]"	"-1,2,1"	"1,1,1"	rxn33444	Succinate dehydrogenase (ubiquinone)	TRUE	-1000	1000	1.3.5.1
rxn37562	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn37562	"cpd00036[c0],cpd01351[c0],cpd00106[c0],cpd25914[c0]"	"Succinate[c0],Ubiquinone-9[c0],Fumarate[c0],ubiquinol(9)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37562	"fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)"	TRUE	-1000	1000	1.3.5.1
rxn37563	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn37563	"cpd00036[c0],cpd08232[c0],cpd00106[c0],cpd25915[c0]"	"Succinate[c0],Ubidecarenone[c0],Fumarate[c0],ubiquinol(10)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37563	"fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)"	TRUE	-1000	1000	1.3.5.1
rxn37641	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn37641	"cpd00036[c0],cpd15560[c0],cpd00106[c0],cpd29608[c0]"	"Succinate[c0],Ubiquinone-8[c0],Fumarate[c0],ubiquinol(8)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37641	"fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)"	FALSE	0	1000	1.3.5.1
rxn38991	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn38991	"cpd00036[c0],cpd25792[c0],cpd00106[c0],cpd25913[c0]"	"Succinate[c0],coenzyme-Q7[c0],Fumarate[c0],ubiquinol(7)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38991	Succinic dehydrogenase	TRUE	-1000	1000	1.3.5.1
rxn38995	NA	complex_II (succinate:quinone oxidoreductase/succinate dehydrogenase)	rxn38995	"cpd00036[c0],cpd15290[c0],cpd00106[c0],cpd11665[c0]"	"Succinate[c0],Ubiquinone-6[c0],Fumarate[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38995	Succinic dehydrogenase	FALSE	0	1000	1.3.5.1
rxn13689	0	complex_III (cytochrome bc1);RXN-18584 ubiquinol-[NapC cytochrome] reductase 7.1.1.8 napG napH;1.10.2.2-RXN cytochrome bc1 complex;rxn10113 Ubiquinol--cytochrome c reductase	rxn13689	"cpd00109[c0],cpd15561[c0],cpd00067[e0],cpd00110[c0],cpd15560[c0]"	"Cytochrome c3+[c0],Ubiquinol-8[c0],H+[e0],Cytochrome c2+[c0],Ubiquinone-8[c0]"	"-2,-1,2,2,1"	"1,1,2,1,1"	rxn13689	cytochrome-c reductase (ubiquinol8: 4 protons translocated)	FALSE	0	1000	7.1.1.8;1.10.2.2
rxn08287	NA	complex_III (menaquinol oxidase  (H+-transporting) (cytochrom aa3-600))	rxn08287	"cpd00007[c0],cpd00067[c0],cpd15499[c0],cpd00001[c0],cpd00067[e0],cpd15500[c0]"	"O2[c0],H+[c0],Menaquinol 8[c0],H2O[c0],H+[e0],Menaquinone 8[c0]"	"-0.5,-2,-1,1,2,1"	"1,1,1,1,2,1"	rxn08287	cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)	FALSE	0	1000	7.1.1.5
rxn16334	NA	complex_III (menaquinol oxidase  (H+-transporting) (cytochrom aa3-600))	rxn16334	"cpd00007[c0],cpd12783[c0],cpd00001[c0],cpd11451[c0]"	"O2[c0],Menaquinol[c0],H2O[c0],mql7[c0]"	"-1,-2,2,2"	"1,1,1,1"	rxn16334	menaquinol:O2 oxidoreductase (H+-transporting)	FALSE	0	1000	1.10.3.12
rxn22486	NA	complex_III (menaquinol oxidase  (H+-transporting) (cytochrom aa3-600))	rxn22486	"cpd00007[c0],cpd00067[c0],cpd27500[c0],cpd00001[c0],cpd00067[e0],cpd27501[c0]"	"O2[c0],H+[c0],Menaquinols[c0],H2O[c0],H+[e0],Menaquinones[c0]"	"-1,-4,-2,2,4,2"	"1,1,1,1,2,1"	rxn22486	cytochrome bd oxidase	FALSE	0	1000	1.10.3.12
rxn90021	NA	complex_III (menaquinol oxidase  (H+-transporting) (cytochrom aa3-600))	rxn90021	"cpd00007[c0],cpd00067[c0],cpd15353[c0],cpd00001[c0],cpd00067[e0],cpd15352[c0]"	"O2[c0],H+[c0],2-Demethylmenaquinol 8[c0],H2O[c0],H+[e0],2-Demethylmenaquinone 8[c0]"	"-0.5,-2,-1,1,2,1"	"1,1,1,1,2,1"	rxn90021	cytochrome oxidase bd (2-Demethylmenaquinol-8: 2 protons) (periplasm)	FALSE	0	1000	7.1.1.5
rxn06106	0	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn06106	"cpd00109[c0],cpd11665[c0],cpd00067[c0],cpd00110[c0],cpd11669[c0]"	"Cytochrome c3+[c0],QH2[c0],H+[c0],Cytochrome c2+[c0],Q[c0]"	"-2,-1,2,2,1"	"1,1,1,1,1"	rxn06106	Ubiquinol:ferricytochrome-c oxidoreductase	FALSE	0	1000	1.10.2.2(7.1.1.8)
rxn10044	3.2293464991667e-13	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn10044	"cpd00067[c0],cpd00109[c0],cpd11451[c0],cpd00067[e0],cpd00110[c0],cpd11606[c0]"	"H+[c0],Cytochrome c3+[c0],mql7[c0],H+[e0],Cytochrome c2+[c0],Menaquinone 7[c0]"	"-1,-2,-1,3,2,1"	"1,1,1,2,1,1"	rxn10044	cytochrome-c reductase (menaquinol 7: 3 protons)	TRUE	-1000	1000	1.10.2.2(7.1.1.8)
rxn12750	0	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn12750	"cpd00109[e0],cpd15561[e0],cpd00067[c0],cpd00110[e0],cpd15560[e0]"	"Cytochrome c3+[e0],Ubiquinol-8[e0],H+[c0],Cytochrome c2+[e0],Ubiquinone-8[e0]"	"-2,-1,2,2,1"	"2,2,1,2,2"	rxn12750	ubiquinol---cytochrome-c reductase	FALSE	0	1000	1.10.2.2(7.1.1.8)
rxn16999	NA	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn16999	"cpd26784[c0],cpd28300[c0],cpd26785[c0],cpd28301[c0]"	"Cytochromes-C-Oxidized[c0],Ubiquinols[c0],Cytochromes-C-Reduced[c0],Ubiquinones[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn16999	ubiquinol-cytochrome c oxidoreductase	TRUE	-1000	0	1.10.2.2(7.1.1.8)
rxn27461	NA	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn27461	"cpd26784[c0],cpd28300[c0],cpd26785[c0],cpd28301[c0]"	"Cytochromes-C-Oxidized[c0],Ubiquinols[c0],Cytochromes-C-Reduced[c0],Ubiquinones[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn27461	1.10.2.2-RXN.d	TRUE	-1000	0	1.10.2.2(7.1.1.8)
rxn37579	NA	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn37579	"cpd25914[c0],cpd26784[c0],cpd00067[c0],cpd01351[c0],cpd26785[c0]"	"ubiquinol(9)[c0],Cytochromes-C-Oxidized[c0],H+[c0],Ubiquinone-9[c0],Cytochromes-C-Reduced[c0]"	"-1,-2,2,1,2"	"1,1,1,1,1"	rxn37579	ubiquinol-cytochrome c2 reductase	TRUE	-1000	1000	1.10.2.2(7.1.1.8)
rxn37580	NA	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn37580	"cpd26784[c0],cpd29608[c0],cpd00067[c0],cpd15560[c0],cpd26785[c0]"	"Cytochromes-C-Oxidized[c0],ubiquinol(8)[c0],H+[c0],Ubiquinone-8[c0],Cytochromes-C-Reduced[c0]"	"-2,-1,2,1,2"	"1,1,1,1,1"	rxn37580	ubiquinol-cytochrome c2 reductase	TRUE	-1000	0	1.10.2.2(7.1.1.8)
rxn37650	NA	complex_III (rxn10113 Ubiquinol--cytochrome c reductase)	rxn37650	"cpd15561[c0],cpd26784[c0],cpd00067[c0],cpd15560[c0],cpd26785[c0]"	"Ubiquinol-8[c0],Cytochromes-C-Oxidized[c0],H+[c0],Ubiquinone-8[c0],Cytochromes-C-Reduced[c0]"	"-1,-2,2,1,2"	"1,1,1,1,1"	rxn37650	Cytochrome bc1 complex	TRUE	-1000	1000	1.10.2.2(7.1.1.8)
rxn00058	0	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn00058	"cpd00007[c0],cpd00067[c0],cpd00110[c0],cpd00001[c0],cpd00109[c0]"	"O2[c0],H+[c0],Cytochrome c2+[c0],H2O[c0],Cytochrome c3+[c0]"	"-1,-4,-4,2,4"	"1,1,1,1,1"	rxn00058	Ferrocytochrome-c:oxygen oxidoreductase	FALSE	0	1000	1.9.3.1;7.1.1.9
