# gapseq version: 1.2 c1e35b7c
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY-7514|	L-tyrosine degradation IV (to 4-methylphenol)	false	33	1	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-7515|	trans-3-hydroxy-L-proline degradation	false	0	0	2	0	
|PWY-7516|	L-lyxonate degradation	false	66	0	0	0	RXN-15590 RXN-8775 
|PWY-7517|	brassicicene C biosynthesis	false	14	6	0	0	FARNESYLTRANSTRANSFERASE-RXN 
|PWY-7518|	atromentin biosynthesis	false	50	1	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-7520|	terrequinone A biosynthesis	false	0	7	0	0	
|PWY-7521|	3-(4-sulfophenyl)butanoate degradation	true	66	1	2	2	RXN-15637 RXN-15638 
|PWY-7522|	(R)-canadine biosynthesis	false	0	2	0	0	
|PWY-7523|	L-arginine degradation XII	false	75	1	1	0	4.1.1.75-RXN RXN-15646 
|PWY-7524|	mevalonate pathway III (Thermoplasma)	false	50	2	1	0	ACETYL-COA-ACETYLTRANSFER-RXN 1.1.1.34-RXN 
|PWY-7525|	fumitremorgin C biosynthesis	false	0	7	0	0	
|PWY-7526|	fumitremorgin A biosynthesis	false	25	3	0	0	RXN-14407 
|PWY-7529|	CMP-N-acetyl-7-O-acetylneuraminate biosynthesis	false	0	3	1	0	
|PWY-7530|	&beta;-D-galactosaminyl-(1&rarr;3)-N-acetyl-&alpha;-D-galactosamine biosynthesis	false	33	0	0	0	RXN-14572 
|PWY-7531|	mannojirimycin biosynthesis	false	33	0	2	0	RXN-15662 
|PWY-7532|	acetylaszonalenin biosynthesis	false	0	3	0	0	
|PWY-7533|	gliotoxin biosynthesis	false	0	6	0	0	
|PWY-7534|	gliotoxin inactivation	false	0	3	0	0	
|PWY-7535|	lovastatin biosynthesis	false	0	5	0	0	
|PWY-7536|	2-amino-3-hydroxycyclopent-2-enone biosynthesis	true	100	0	2	2	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN RXN-15714 RXN-15716 
|PWY-7539|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	false	40	1	0	0	H2PTERIDINEPYROPHOSPHOKIN-RXN 
|PWY-7540|	aflatrem biosynthesis	false	0	3	0	0	
|PWY-7541|	1,2-propanediol biosynthesis from lactate (engineered)	false	0	0	0	0	
|PWY-7542|	fumiquinazoline D biosynthesis	false	0	4	0	0	
|PWY-7543|	5-N-acetylardeemin biosynthesis	false	0	3	0	0	
|PWY-7544|	pyruvate to cytochrome bo oxidase electron transfer	true	100	0	0	0	RXN-11496 RXN0-5268 
|PWY-7545|	pyruvate to cytochrome bd oxidase electron transfer	false	50	0	0	0	RXN-11496 
|PWY-7546|	diphthamide biosynthesis II (eukaryotes)	false	25	1	0	0	
|PWY-7547|	prodigiosin biosynthesis	false	25	0	0	0	RXN-15779 RXN-15780 RXN-15784 
|PWY-7549|	asperlicin E biosynthesis	false	0	3	0	0	
|PWY-7550|	ergothioneine biosynthesis II (fungi)	false	0	0	0	0	
|PWY-7552|	heme b biosynthesis III (from siroheme)	false	0	1	0	0	
|PWY-7554|	heme d1 biosynthesis	false	0	1	0	0	
|PWY-7555|	&alpha;-cyclopiazonate biosynthesis	false	0	4	0	0	
|PWY-7556|	(-)-microperfuranone biosynthesis	false	0	1	0	0	
|PWY-7557|	(-)-dehydrodiconiferyl alcohol degradation	false	66	1	0	0	RXN-15819 RXN-15823 RXN-15822 
|PWY-7558|	&alpha;-cyclopiazonate detoxification	false	0	1	0	0	
|PWY-7559|	glutathione degradation (DUG pathway - yeast)	true	100	0	0	0	RXN-6622 RXN-12618 
|PWY-7560|	methylerythritol phosphate pathway II	true	77	0	1	1	DXS-RXN DXPREDISOM-RXN RXN0-302 RXN0-882 RXN0-884 ISPH2-RXN 2.7.7.60-RXN 
|PWY-7561|	tenellin biosynthesis	false	0	4	0	0	
|PWY-7562|	3,6-anhydro-&alpha;-L-galactopyranose degradation	false	66	0	0	0	RXN-15892 1.1.1.127-RXN RXN-16964 DEOXYGLUCONOKIN-RXN 
|PWY-7563|	bassianin and desmethylbassianin biosynthesis	false	0	6	0	0	
|PWY-7564|	bacimethrin and bacimethrin pyrophosphate biosynthesis	false	25	0	1	0	RXN-15914 
|PWY-7565|	aspyridone A biosynthesis	false	0	4	0	0	
|PWY-7566|	L-gulonate degradation	true	100	0	0	0	RXN-15920 
|PWY-7568|	L-galactose degradation	true	100	0	1	1	RXN-15924 
|PWY-7569|	arginomycin biosynthesis	false	11	1	0	0	
|PWY-7570|	blasticidin S biosynthesis	false	10	1	0	0	
|PWY-7571|	ferrichrome A biosynthesis	false	20	2	0	0	METHYLGLUTACONYL-COA-HYDRATASE-RXN 
|PWY-7572|	lolitrem B biosynthesis	false	0	15	0	0	
|PWY-7573|	GDP-mycosamine biosynthesis	false	33	1	0	0	GDPMANDEHYDRA-RXN 
|PWY-7574|	propanoyl-CoA degradation II	true	100	0	1	1	RXN-15977 RXN-6383 RXN-6384 3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN RXN-2902 
|PWY-7576|	nitrogen fixation II (flavodoxin)	false	0	0	0	0	
|PWY-7577|	ferrichrome biosynthesis	false	0	1	0	0	
|PWY-7578|	phycoviolobilin biosynthesis	false	0	0	1	0	
|PWY-7579|	phycourobilin biosynthesis	false	0	0	1	0	
|PWY-7580|	phycoerythrobilin biosynthesis II	false	0	1	0	0	
|PWY-7581|	N-acetylneuraminate and N-acetylmannosamine degradation II	true	100	0	1	1	ACNEULY-RXN RXN-16006 
|PWY-7582|	mercaptosuccinate degradation	false	0	0	1	0	
|PWY-7583|	arachidonate biosynthesis II (bacteria)	false	0	1	0	0	
|PWY-7585|	docosahexaenoate biosynthesis II (bacteria)	false	0	0	0	0	
|PWY-7586|	&beta;-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation	false	33	0	0	0	PHOSMANMUT-RXN 
|PWY-7587|	oleate biosynthesis III (cyanobacteria)	false	0	0	0	0	
|PWY-7588|	ursodeoxycholate biosynthesis (bacteria)	false	50	0	1	0	RXN-16033 
|PWY-7589|	palmitoleate biosynthesis III (cyanobacteria)	false	0	0	1	0	
|PWY-7590|	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis	false	0	2	0	0	
|PWY-7591|	okenone biosynthesis	false	0	0	2	0	
|PWY-7593|	linoleate biosynthesis III (cyanobacteria)	false	0	0	0	0	
|PWY-7594|	&gamma;-linolenate biosynthesis III (cyanobacteria)	false	0	0	0	0	
|PWY-7595|	stearidonate biosynthesis (cyanobacteria)	false	0	0	0	0	
|PWY-7598|	&alpha;-linolenate biosynthesis II (cyanobacteria)	false	0	0	0	0	
|PWY-7599|	anditomin biosynthesis	false	0	14	0	0	
|PWY-7600|	peramine biosynthesis	false	0	1	0	0	
|PWY-7601|	arachidonate biosynthesis IV (8-detaturase, lower eukaryotes)	false	0	4	0	0	
|PWY-7602|	icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)	false	0	4	0	0	
|PWY-7603|	stephacidin A biosynthesis	false	0	5	0	0	
|PWY-7604|	notoamide C and D biosynthesis	false	0	3	0	0	
|PWY-7605|	roquefortine C biosynthesis	false	0	5	0	0	
|PWY-7606|	docosahexaenoate biosynthesis III (6-desaturase, mammals)	false	21	8	0	0	RXN-16134 RXN-16135 RXN-16137 
|PWY-7607|	meleagrin biosynthesis	false	0	6	0	0	
|PWY-7608|	neoxaline biosynthesis	false	0	2	0	0	
|PWY-7610|	GDP-6-deoxy-D-altro-heptose biosynthesis	false	25	0	2	0	RXN-16160 
|PWY-7612|	chaetoglobosin A biosynthesis	false	0	9	0	0	
|PWY-7613|	GDP-6-deoxy-D-manno-heptose biosynthesis	false	50	0	0	0	RXN-16160 
|PWY-7614|	methiin metabolism	false	0	4	0	0	
|PWY-7615|	pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)	false	0	9	0	0	
|PWY-7618|	ricinoleate biosynthesis	false	0	1	0	0	
|PWY-7619|	juniperonate biosynthesis	false	0	3	0	0	
|PWY-761|	rhizobactin 1021 biosynthesis	false	42	1	0	0	R101-RXN 4.1.1.86-RXN 
|PWY-7620|	naphthalene degradation (anaerobic)	true	100	0	0	0	RXN-14999 RXN-15000 RXN-15001 RXN-16239 
|PWY-7621|	autoinducer CAI-1 biosynthesis	false	50	0	0	0	RXN-16242 
|PWY-7623|	astaxanthin dirhamnoside biosynthesis	false	0	1	0	0	
|PWY-7624|	nystatin biosynthesis	false	50	0	0	0	RXN-16252 RXN-16254 
|PWY-7625|	phosphatidylinositol biosynthesis II (eukaryotes)	true	100	0	0	0	2.7.8.11-RXN 
|PWY-7626|	bacilysin biosynthesis	false	40	1	0	0	RXN-16297 RXN-16285 CHORISMATEMUT-RXN 
|PWY-7627|	2,4,6-trinitrophenol and 2,4-dinitrophenol degradation	false	57	2	0	0	RXN-16308 RXN-16310 
|PWY-7628|	2,4-dinitroanisole degradation	false	0	0	0	0	
|PWY-7629|	yatein biosynthesis II	false	0	4	0	0	
|PWY-762|	phospholipid desaturation	false	0	11	0	0	
|PWY-7630|	hinokinin biosynthesis	false	0	2	0	0	
|PWY-7631|	arctigenin and isoarctigenin biosynthesis	false	0	2	0	0	
|PWY-7632|	hinokiresinol biosynthesis	false	0	4	0	0	
|PWY-7633|	calycosin 7-O-glucoside biosynthesis	false	0	1	0	0	
|PWY-7634|	vernolate biosynthesis II	false	0	1	0	0	
|PWY-7635|	kievitone detoxification	false	0	1	0	0	
|PWY-7636|	astaxanthin biosynthesis (flowering plants)	false	0	5	0	0	
|PWY-7637|	2,2'-dihydroxyketocarotenoids biosynthesis	false	0	0	0	0	
|PWY-7638|	echinenone and zeaxanthin biosynthesis (Synechocystis)	false	25	0	0	0	RXN-16449 
|PWY-7639|	bis(guanylyl molybdenum cofactor) biosynthesis	false	0	0	0	0	
|PWY-7640|	abscisic acid degradation to neophaseic acid	false	0	1	0	0	
|PWY-7641|	5-hexynoate biosynthesis	false	33	0	0	0	RXN-16468 
|PWY-7642|	abscisic acid degradation to 7'-hydroxyabscisate	false	0	1	0	0	
|PWY-7643|	coniferyl alcohol 9-methyl ester biosynthesis	false	0	1	0	0	
|PWY-7644|	heparin degradation	false	60	1	0	0	N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN RXN-16483 
|PWY-7645|	hyaluronan degradation	false	0	0	0	0	
|PWY-7646|	dermatan sulfate degradation I (bacterial)	false	25	1	0	0	
|PWY-7647|	ulvan degradation	false	0	0	0	0	
|PWY-7648|	3-hydroxy-4-methyl-proline biosynthesis	false	0	4	0	0	
|PWY-7649|	3-hydroxy-L-homotyrosine biosynthesis	false	0	5	0	0	
|PWY-7650|	echinocandin B biosynthesis	false	0	11	0	0	
|PWY-7651|	heparan sulfate degradation	false	33	0	0	0	N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN 
|PWY-7652|	echinocandin B degradation	false	0	3	0	0	
|PWY-7653|	griseofulvin biosynthesis	false	0	8	0	0	
|PWY-7654|	(8E,10E)-dodeca-8,10-dienol biosynthesis	false	45	5	0	0	RXN-14268 RXN-14273 RXN-14131 RXN-14271 RXN-14272 
|PWY-7655|	dechlorogriseofulvin biosynthesis	false	0	3	0	0	
|PWY-7656|	Spodoptera littoralis pheromone biosynthesis	false	18	11	0	0	RXN-14272 RXN-14271 RXN-16558 RXN-16559 
|PWY-7657|	dTDP-&beta;-L-digitoxose biosynthesis	false	0	0	0	0	
|PWY-7658|	protein N-glycosylation (Methanococcus voltae)	false	0	4	0	0	
|PWY-7659|	viridicatumtoxin biosynthesis	false	11	8	0	0	GPPSYN-RXN 
|PWY-7660|	tryptoquialanine biosynthesis	false	0	8	0	0	
|PWY-7661|	protein N-glycosylation (Haloferax volcanii)	false	0	9	0	0	
|PWY-7662|	glycogen degradation III (via anhydrofructose)	false	0	3	0	0	
|PWY-7663|	gondoate biosynthesis (anaerobic)	true	100	0	1	0	RXN-16629 RXN-16630 RXN-16631 RXN-16632 
|PWY-7664|	oleate biosynthesis IV (anaerobic)	true	100	0	1	1	RXN-16614 RXN-16615 RXN-16616 RXN-16619 RXN-16620 RXN-16621 RXN-16622 RXN-16623 RXN-16624 RXN-16625 RXN-16626 RXN-16627 RXN-16628 RXN-9533 
|PWY-7665|	aureobasidin A biosynthesis	false	0	10	0	0	
|PWY-7666|	galactolipid biosynthesis II	false	0	0	0	0	
|PWY-7667|	apicidin biosynthesis	false	0	10	0	0	
|PWY-7668|	apicidin F biosynthesis	false	0	10	0	0	
|PWY-7669|	equisetin biosynthesis	false	0	3	0	0	
|PWY-7670|	fusaridione A biosynthesis	false	0	2	0	0	
|PWY-7671|	saframycin A biosynthesis	false	10	1	0	0	
|PWY-7672|	fusaric acid biosynthesis	false	20	4	0	0	RXN-16718 
|PWY-7673|	fusarin C biosynthesis	false	0	7	0	0	
|PWY-7674|	CMP-8-amino-3,8-dideoxy-D-manno-octulosonate biosynthesis	false	16	0	2	1	RXN-16747 
|PWY-7675|	Kdo transfer to lipid IVA II (Haemophilus)	false	0	0	1	0	
|PWY-7676|	Kdo8N transfer to lipid IVA	false	0	1	0	0	
|PWY-7677|	rosamicin biosynthesis	true	80	1	0	0	RXN-16755 RXN-16754 RXN-16753 
|PWY-7678|	anthocyanidin sambubioside biosynthesis	false	0	5	0	0	
|PWY-7679|	anthocyanidin acylglucoside and acylsambubioside biosynthesis	false	0	10	0	0	
|PWY-7680|	carnosate bioynthesis	false	0	4	0	0	
|PWY-7681|	1-chloro-2-nitrobenzene degradation	false	0	0	0	0	
|PWY-7682|	arabidopyrone biosynthesis	false	0	9	0	0	
|PWY-7683|	nitrite reduction (hemoglobin)	false	0	1	0	0	
|PWY-7684|	&alpha;-diglucosyldiacylglycerol biosynthesis	false	0	0	0	0	
|PWY-7685|	L-malate degradation I	false	0	0	0	0	
|PWY-7686|	L-malate degradation II	true	100	0	0	0	1.1.1.39-RXN 
|PWY-7687|	stipitatate biosynthesis	false	0	8	0	0	
|PWY-7688|	dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	false	0	0	0	0	
|PWY-7689|	8-O-methylfusarubin biosynthesis	false	0	11	0	0	
|PWY-7690|	holomycin biosynthesis	false	27	0	0	0	RXN-16872 RXN-16873 RXN-16875 
|PWY-7691|	10,13-epoxy-11-methyl-octadecadienoate biosynthesis	false	0	0	0	0	
|PWY-7692|	bikaverin biosynthesis	false	0	6	0	0	
|PWY-7693|	guadinomine B biosynthesis	false	53	1	0	0	RXN-16902 RXN-16908 RXN-16907 RXN-16906 RXN-16910 RXN-16909 
|PWY-7694|	zwittermicin A biosynthesis	false	61	0	0	0	RXN-16919 RXN-16915 RXN-16916 RXN-16917 RXN-16906 RXN-16907 RXN-16908 RXN-18395 
|PWY-7695|	aurofusarin biosynthesis	false	0	12	0	0	
|PWY-7696|	citreoisocoumarin and bikisocoumarin biosynthesis	false	0	4	0	0	
|PWY-7697|	geranyl &beta;-primeveroside biosynthesis	false	0	2	0	0	
|PWY-7698|	2,5-xylenol and 3,5-xylenol degradation	false	69	2	0	0	RXN-16954 RXN-16956 RXN-16946 R-2-METHYLMALATE-DEHYDRATASE-RXN RXN-16953 RXN-16955 RXN-16948 
|PWY-7700|	4-methylphenol degradation to protocatechuate	false	25	0	0	0	HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN 
|PWY-7701|	4-hydroxy-4-methyl-L-glutamate biosynthesis	false	0	1	0	0	
|PWY-7702|	sch210971 and sch210972 biosynthesis	false	0	4	0	0	
|PWY-7703|	2,4-xylenol degradation to protocatechuate	false	14	4	0	0	RXN-16970 
|PWY-7704|	viridicatin biosynthesis	false	0	3	0	0	
|PWY-7705|	4'-methoxyviridicatin biosynthesis	false	0	3	0	0	
|PWY-7706|	dapdiamides biosynthesis	false	7	0	0	0	RXN-18395 
|PWY-7708|	lyngbyatoxin biosynthesis	false	60	0	0	0	RXN-17003 RXN-17005 RXN-17006 
|PWY-7709|	(3R)-linalool biosynthesis	false	50	0	1	0	GPPSYN-RXN 
|PWY-7710|	FeMo cofactor biosynthesis	false	16	2	0	0	HOMOCITRATE-SYNTHASE-RXN 
|PWY-7711|	calonectrin biosynthesis	false	0	7	0	0	
|PWY-7712|	deoxynivalenol biosynthesis	false	0	6	0	0	
|PWY-7713|	nivalenol biosynthesis	false	0	7	0	0	
|PWY-7714|	harzianum A and trichodermin biosynthesis	false	0	3	0	0	
|PWY-7716|	penicillin G and penicillin V biosynthesis	false	25	1	0	0	
|PWY-7717|	3-hydroxy-4-methyl-anthranilate biosynthesis I	false	50	1	0	0	RXN-17069 ARYLFORMAMIDASE-RXN 
|PWY-7718|	actinomycin D biosynthesis	false	0	0	0	0	
|PWY-7719|	CMP-diacetamido-8-epilegionaminic acid biosynthesis	false	0	0	0	0	
|PWY-7720|	ophiobolin F biosynthesis	false	33	1	0	0	FARNESYLTRANSTRANSFERASE-RXN 
|PWY-7721|	methyl phomopsenoate biosynthesis	false	50	2	0	0	FPPSYN-RXN FARNESYLTRANSTRANSFERASE-RXN 
|PWY-7722|	sulfoquinovose degradation II	true	100	0	0	0	RXN-17095 RXN-17096 RXN-17097 RXN-17098 RXN-17101 
|PWY-7723|	bacterial bioluminescence	false	25	0	1	0	RXN-9510 FMNREDUCT-RXN 
|PWY-7724|	icosapentaenoate biosynthesis III (8-desaturase, mammals)	false	14	4	0	0	LINOLENOYL-RXN 
|PWY-7725|	arachidonate biosynthesis V (8-detaturase, mammals)	false	0	4	0	0	
|PWY-7726|	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)	false	23	7	1	0	RXN-17113 RXN-17114 RXN-17116 
|PWY-7727|	docosahexaenoate biosynthesis IV (4-desaturase, mammals)	false	0	5	0	0	
|PWY-7728|	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)	false	0	4	0	0	
|PWY-7729|	5,6-dimethylbenzimidazole biosynthesis II (anaerobic)	false	0	0	0	0	
|PWY-7730|	T-2 toxin biosynthesis	false	0	5	0	0	
|PWY-7733|	3-hydroxyquinaldate biosynthesis	false	57	0	0	0	RXN-17147 RXN-17150 RXN-17142 RXN-17143 
|PWY-7734|	quinoxaline-2-carboxylate biosynthesis	false	42	0	2	1	RXN-17147 RXN-17150 RXN-17145 
|PWY-7735|	echinomycin and triostin A biosynthesis	false	16	0	0	0	RXN-17160 
|PWY-7736|	stellatic acid biosynthesis	false	37	4	0	0	GPPSYN-RXN FPPSYN-RXN FARNESYLTRANSTRANSFERASE-RXN 
|PWY-7737|	thiocoraline biosynthesis	false	28	1	0	0	RXN-17170 
|PWY-7738|	polyacyltrehalose biosynthesis	false	0	3	0	0	
|PWY-7739|	aucuparin biosynthesis	false	0	4	0	0	
|PWY-7740|	&beta;-D-mannosyl phosphomycoketide biosynthesis	false	0	3	0	0	
|PWY-7741|	phthiocerol biosynthesis	false	12	1	0	0	
|PWY-7742|	phenolphthiocerol biosynthesis	false	43	6	0	0	RXN-17213 RXN-17238 RXN-18536 RXN-18538 
|PWY-7743|	dimycocerosyl triglycosyl phenolphthiocerol biosynthesis	false	0	0	0	0	
|PWY-7744|	dimycocerosyl phthiocerol biosynthesis	false	0	0	0	0	
|PWY-7745|	p-HBAD biosynthesis	false	11	1	0	0	
|PWY-7746|	mycobacterial sulfolipid biosynthesis	false	11	1	0	0	
|PWY-7747|	diphenyl ethers degradation	false	33	0	0	0	RXN-17340 
|PWY-7748|	yatein biosynthesis I	false	0	4	0	0	
|PWY-7749|	(-)-4'-demethyl-epipodophyllotoxin biosynthesis	false	0	3	0	0	
|PWY-7750|	carbon monoxide oxidation to CO2	true	100	0	0	0	RXN-17357 
|PWY-7751|	shinorine biosynthesis	false	0	2	0	0	
|PWY-7752|	gadusol biosynthesis	false	33	2	0	0	RXN-9140 
|PWY-7754|	bile acid 7&alpha;-dehydroxylation	false	62	0	0	0	CHOLATE--COA-LIGASE-RXN BAIAEUBSP-RXN BAI3OXO-OXRED-RXN RXN-17398 RXN-17399 RXN-17400 RXN-21335 RXN-17396 RXN-21338 1.1.1.52-RXN 
|PWY-7755|	iso-bile acids biosynthesis I	true	100	0	0	0	1.1.1.52-RXN RXN-17396 RXN-17397 RXN-17409 
|PWY-7756|	iso-bile acids biosynthesis II	true	100	0	0	0	RXN-17386 RXN-17387 RXN-12689 RXN-17395 
|PWY-7757|	bisphenol A degradation	false	20	2	0	0	RXN-9832 
|PWY-7758|	bacteriochlorophyll d biosynthesis	false	0	0	1	0	
|PWY-7759|	bacteriochlorophyll c biosynthesis	false	0	0	1	0	
|PWY-7760|	bacteriochlorophyll e biosynthesis	false	0	0	4	0	
|PWY-7761|	NAD salvage pathway II (PNC IV cycle)	true	80	0	0	0	NICONUCADENYLYLTRAN-RXN NMNAMIDOHYDRO-RXN NAD-SYNTH-GLN-RXN NAD-SYNTH-NH3-RXN 
|PWY-7762|	bacteriochlorophyll b biosynthesis	false	0	0	1	0	
|PWY-7764|	chlorophyll a biosynthesis III	false	0	0	1	0	
|PWY-7765|	3-hydroxy-4-methyl-anthranilate biosynthesis II	false	20	0	0	0	ARYLFORMAMIDASE-RXN 
|PWY-7766|	heme b biosynthesis IV (Gram-positive bacteria)	true	100	0	0	0	RXN-17517 RXN-17518 UROGENDECARBOX-RXN RXN-19755 RXN-19756 
|PWY-7767|	L-leucine degradation IV (reductive Stickland reaction)	false	40	0	0	0	BRANCHED-CHAINAMINOTRANSFERLEU-RXN RXN-16246 
|PWY-7769|	phosalacine biosynthesis	false	16	2	0	0	RXN-10836 RXN-10835 
|PWY-7770|	indolmycin biosynthesis	false	25	1	0	0	RXN-10139 
|PWY-7771|	butachlor degradation	false	0	5	0	0	
|PWY-7772|	&gamma;-resorcylate degradation II	false	25	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-7773|	&gamma;-resorcylate degradation I	false	25	0	0	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-7774|	propane degradation I	false	75	0	0	0	RXN-17567 RXN-17571 RXN-17572 
|PWY-7775|	propane degradation II	false	50	1	0	0	RXN-17571 
|PWY-7776|	ethene and chloroethene degradation	false	14	0	0	0	RXN-17590 
|PWY-7777|	isoprene degradation	false	0	2	0	0	
|PWY-7778|	2-methylpropene degradation	false	62	0	0	0	ACETYL-COA-ACETYLTRANSFER-RXN RXN-11662 RXN-17603 RXN-17602 RXN-17589 
|PWY-7779|	methyl tert-butyl ether degradation	false	70	0	0	0	RXN-17612 RXN-17615 RXN-17610 RXN-17602 RXN-17603 RXN-11662 ACETYL-COA-ACETYLTRANSFER-RXN 
|PWY-7780|	butane degradation	false	25	1	0	0	
|PWY-7781|	&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis	false	50	0	0	0	RXN-16853 
|PWY-7782|	plasmalogen biosynthesis	false	25	2	1	1	ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN RXN-17728 
|PWY-7783|	plasmalogen degradation	false	0	0	0	0	
|PWY-7784|	reductive acetyl coenzyme A pathway II (autotrophic methanogens)	false	37	0	0	0	RXN-17760 3.5.4.27-RXN METHELENE-THMPT-OXI-RXN 
|PWY-7786|	D-threitol degradation	false	0	0	0	0	
|PWY-7787|	L-threitol degradation	false	50	0	0	0	RXN-17764 RXN-17772 
|PWY-7788|	erythritol degradation II	false	33	0	0	0	RXN-17763 
|PWY-7789|	erythritol degradation I	false	20	0	0	0	RXN-17772 
|PWY-7790|	UMP biosynthesis II	false	85	0	1	0	ASPCARBTRANS-RXN DIHYDROOROT-RXN OROPRIBTRANS-RXN OROTPDECARB-RXN RXN-13202 GLUTAMIN-RXN 
|PWY-7791|	UMP biosynthesis III	true	100	0	1	1	CARBPSYN-RXN ASPCARBTRANS-RXN DIHYDROOROT-RXN OROPRIBTRANS-RXN OROTPDECARB-RXN OROTATE-REDUCTASE-NADH-RXN 
|PWY-7793|	dimethyl sulfide biosynthesis from methionine	false	50	0	1	0	METHIONINE-GAMMA-LYASE-RXN 
|PWY-7794|	polyethylene terephthalate degradation	false	0	0	0	0	
|PWY-7795|	terephthalate degradation	false	0	0	0	0	
|PWY-7796|	pentose phosphate pathway (oxidative branch) II	false	0	0	0	0	
|PWY-7797|	nocardicin A biosynthesis	false	33	1	0	0	RXN-17838 
|PWY-7798|	protein S-nitrosylation and denitrosylation	false	33	2	0	0	RXN-17884 
|PWY-7799|	Arg/N-end rule pathway (eukaryotic)	false	27	0	0	0	RXN-17874 RXN-17892 RXN-17893 
|PWY-7800|	Ac/N-end rule pathway	false	38	2	0	0	RXN-17873 RXN-17874 RXN-17875 RXN-17876 RXN-17877 RXN-17878 
|PWY-7801|	N-end rule pathway I (prokaryotic)	true	100	0	0	0	RXN-17846 LEUCYLTRANSFERASE-RXN 
|PWY-7802|	N-end rule pathway II (prokaryotic)	false	0	0	0	0	
|PWY-7803|	tRNA splicing II	false	0	0	1	0	
|PWY-7804|	glyphosate degradation I	false	0	0	0	0	
|PWY-7805|	(aminomethyl)phosphonate degradation	false	12	0	0	0	INORGPYROPHOSPHAT-RXN 
|PWY-7806|	glyphosate degradation II	false	0	0	0	0	
|PWY-7807|	glyphosate degradation III	false	14	0	0	0	INORGPYROPHOSPHAT-RXN 
|PWY-7808|	tetracycline resistance	true	100	0	0	0	RXN-17967 
|PWY-7810|	chlorotetracycline biosynthesis	false	0	0	0	0	
|PWY-7811|	6-methylpretetramide biosynthesis	false	25	0	0	0	RXN-17986 RXN-17985 
|PWY-7812|	tetracycline and oxytetracycline biosynthesis	false	33	0	0	0	RXN-17979 RXN-17976 ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN 
|PWY-7813|	thiosulfate disproportionation III (quinone)	true	100	0	0	0	RXN-18001 
|PWY-7814|	dTDP-L-daunosamine biosynthesis	false	0	0	0	0	
|PWY-7815|	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)	false	26	1	1	0	UDPGLCNACEPIM-RXN RXN-18014 RXN-18029 
|PWY-7816|	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)	false	23	1	2	0	UDPGLCNACEPIM-RXN RXN-18014 TRANS-RXN-314 
|PWY-7817|	type I lipoteichoic acid biosynthesis (S. aureus)	false	43	4	0	0	GLUC1PURIDYLTRANS-RXN DIACYLGLYKIN-RXN RXN-18014 
|PWY-7818|	type IV lipoteichoic acid biosynthesis (S. pneumoniae)	false	15	2	0	0	RXN-18014 
|PWY-7819|	poly(3-O-&beta;-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	false	18	1	2	0	UDPGLCNACEPIM-RXN 
|PWY-7820|	teichuronic acid biosynthesis (B. subtilis 168)	false	33	1	0	0	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN UGD-RXN 
|PWY-7821|	tunicamycin biosynthesis	false	33	0	0	0	RXN-18069 RXN-14025 RXN-14139 
|PWY-7822|	chitin degradation III (Serratia)	false	0	0	1	0	
|PWY-7823|	chlorzoxazone degradation	false	0	0	0	0	
|PWY-7824|	prunasin and amygdalin biosynthesis	false	0	7	0	0	
|PWY-7825|	juglone degradation	false	0	3	0	0	
|PWY-7826|	Amaryllidacea alkaloids biosynthesis	false	0	23	0	0	
|PWY-7828|	cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation	false	0	0	0	0	
|PWY-782|	glycolipid desaturation	false	0	19	0	0	
|PWY-7831|	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	false	9	1	0	0	
